text,is_hate_1,is_toxic_1,is_offensive_1,is_hate_2,is_toxic_2,is_offensive_2,is_hate_3,is_toxic_3,is_offensive_3,is_hate_4,is_toxic_4,is_offensive_4,is_hate_5,is_toxic_5,is_offensive_5,is_hate_6,is_toxic_6,is_offensive_6
"@user Baphi o Pearl baphi when we are against such things, what on earth is happening to that Tiekieline pleasing foreigners #PutSouthAfricansFirst @user we aren't xenophobic but sickened by such things",0,0,0,0,0,1,,,,0,0,1,0,0,1,0,0,1
"Amazing scenes from Kromboom road in Crawford yesterday, as Palestinian supporters and activists took to the street for a free Palestine. South Africa is among a handful of countries globally that boasts a strong advocacy for the Palestinian cause. A motorcade was also organised <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user From all the laughing.,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"These flat headed Nigarian bastards are human trafficking our sisters here,the idiot called Malema together with his useless minions keep quiet but today they are on streets closing stores that employed South Africans #VoetsekEFF #Clicks #PutSouthAfricansFirst #HumanTrafficking",0,1,1,0,1,1,,,,0,1,1,0,1,1,0,1,1
"@user Cyril #Ramaphosa had powers to write #NDCA letters before he wrote the #Concomitant Action email 🤷🏿‍♂️ in 2012 , today he wasn't there in the #Zuma's 9 wasted years , #Eskom War Room in 2015 ?
Remember Marikana , #MarikanaMassacre  , #PhoenixMassacre  , #PoliceBrutality <URL>",0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
@user Please use your future threads to raise funds for students in need,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user So that we know foreigners are here South Africa to commit crimes kill and destroy.,0,1,0,0,0,1,,,,0,0,1,0,1,0,0,1,1
"ROUND 8 HIGHLIGHTS: Lions v Stormers - 2018 <URL> via @user
#PreMatchAnalyses
#Stomers
#SiyaKolisi",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user Hi Kay, you see when you are used to exploiting foreigners everything about you oozes exploitation, you can no longer even tweet by yourself, once you tweet the ""exploitation in you"" takes over and reveals itself! Here it's pure exploitation that made this tweet not love",0,0,0,0,0,1,,,,0,0,1,0,1,0,0,0,1
Lvovo Says His Piece As He Joins #PutSouthAfricansFirst ---&gt; <URL> #SAMusicMag <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Out of a million you wanna tell me 
ANC rally in limpopo 0 infections 
EFF protest in senekal and Bracknell 0 infection 
ANC veteran protest in Durban 0 infection 

Only the party goers are infected _x1f612_",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
SA wants to be the last country to #PutSouthAfricansFirst <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Kanti @user uBusy nabantwana?
#Checkpoint | Piet | #FamilyMeeting | #TheWayNgingakhona | #Shimza | South Africa <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"God help South Africans
#PutSouthAfricansFirst
illegal immigrants have come to take over and soon we will be kissing their feet begging them for jobs <URL>",0,0,0,0,0,1,,,,0,0,1,0,0,0,0,1,0
"Foreigners are all over Durban CBD, I feel like a foreign in my own country. Somalians in the other hand are selling fake goods and fake clothes. #ForeignersGoHome #boycottfrenchproduct #PutSouthAfricaFirst Cyril",0,0,0,0,1,1,,,,0,1,1,0,1,0,0,1,0
#WeSeeYou #VoetsekANC @user #VoetsekEFF @user #VoteThemAllOut cause they haven't responded to #PutSouthAfricansFirst by at least #CloseBeitbridgeBorder they opress still the people of #Xolobeni #ANC109 yama💩 #ANCMustFall #ChangeYourWardYourself <URL>,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0
"Nigerians are the biggest problem in our country, no country wants them ,why It has to be us who accommodate them?#PutSouthAfricansFirst",0,1,0,0,1,1,,,,0,1,1,0,1,0,0,1,0
"Don't come for me in the DMs telling me I'm a fake Jew for calling Israel for what it is.

May you monsters be bled dry by leeches,
but enough blood should be left
for the bedbugs, lice, and mosquitos to have a good meal too,

G-d willing! <URL>",0,1,0,1,1,1,,,,0,1,1,0,0,1,0,0,0
"#ApartheidFlag

KILL of white privilege like DIE STEM AND make apartheid flag illegal to display unless in a museum or history movie.

Then slowly change what conservative racists can use to offend others.

#FreedomOfSpeech is explored by evil people who want tk spur on division",0,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0
"Being part of the AU, means we support oppression, governments that change constitution to stay longer in power and rigged electoral votes. We want out!  #PutSouthAfricansFirst",0,0,0,0,1,1,,,,0,0,1,0,0,0,0,0,0
"@user @user @user Stop being used by the Malemas of this world,they live in comfort and send you to fight their wars. Wake up South African child. EFF is for foreigners not South Africans.",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
"@user We are a laughing stock, actually these illegal foreigners are not respecting our country. Firstly being in another country without proper documentation is a criminal offence now they occupy military house illegally it's another crime. They should be jailed nothing else.",0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
@user @user @user @user @user @user @user @user @user @user @user Did you make arrests?,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"i just want to ask, who is still making the the #OldFlag these days? Every time we see one pop up they seem to be nice and new and clean, not from pre 1994 🧐",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Big for you #OperationDudula is here removing all undocumented aliens watch out @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user <URL>,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0
"Our farmers must not be lured onto the EFF exaggerated sparkplug at Senekal. Let them hoi-hoi and hai-hai alone and their ""thunder"" fizzle out. You may be branded cowards but peace loving SAn's know better. Something sinister is brewing. Expose them.",0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,1
@user #PutSouthAfricansFirst or wait until we revolt,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"[HAPPENING TODAY]: CIC @user will address the EFF June 16 commemoration today.

Watch the address live on all EFF social media platforms. #EFFJune16inUitsig <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
I haven't forgotten  @user  @user #AzureBootCampSouthAfrica  #PhoenixMassacre  #podcastandchill #PutSouthAficansFirst <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,1,0,0,0
#SiyaKolisi. By Ms Bono Siaga <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"We're  the sad generation  with d happy pictures......
Prostitution is not a solution 4 unemployment 
We want Amahle Thabethe back..
#JuliusMalema
#PutSouthAfricansFirst 
#SAVEOURCHILDEN 
#humantraffickingawareness 
#ForeignersleaveSAnow 
#Nigeria60AndUseless 
#VoetsekEFF <URL>",0,0,0,0,0,1,,,,0,1,1,0,0,0,0,0,1
"@user who claim to have the best constitutional in the world, must lead and announce sanctions on #ApartheidIsrael #Gaza_Under_Attack",0,0,0,0,0,0,,,,1,1,1,0,0,0,0,0,0
"News in #SouthAfrica 12th March:

1. #Eskom will not be privatised
2. #Manufacturing and #mining production down
3. #SAA needs pilot trainers
4. #FeesMustFall protests on the rise
5. #StandardBank declares dividend

#economy #news 

More details at: <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user Can't wait for the day #23septembercleanSA #PutSouthAfricansFirst... They can call us names all they want, we are not backing down This is it! <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Zimbabweans are cowards and dumb full stop #PutSouthAfricansFirst,0,0,0,0,1,1,,,,0,1,1,0,1,0,0,1,0
@user @user So U call restaurants investment while they're strictly employing only foreigners.,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user @user There is this type like yourself which put on shackles around feet, hands and neck during this Senekal protest. That one, like yourself rims and muffs white arse",0,0,0,0,0,1,,,,0,1,1,0,1,1,0,0,1
"The NIGERIA Govt. Is very selfish and unreasonable,now that people r recovering from the pandemic and protest,they r thinking of fuel increment,Nigerians r not foolish,Una eye go soon clear,#parttwoloading no to #FuelPriceHike #Buhari #notobadgovt. #FeesMustFall #EnoughIsEnough. <URL>",0,0,1,0,0,0,,,,0,1,1,0,0,0,0,0,0
"Trade ALL your favourite Cryptos from the comfort of your home!!

Open your account today with a deposit of R100: <URL>

#FeesMustFall | #FetchYourBody2021 | Ntombi | Soshanguve | #HeWantsDNATests | Zimbabweans | Xenophobic | Cele | Zondo | The ANC The NEC Xoli <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user @user @user Please don’t ever lend @user any more funds because they donate some to Cuba. That’s unfair towards South African taxpayers.,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Oh yes!!🙌👏👏👏 The foreigners call us a lawless country. Guess what? ANC and it’s lawlessness is finished.👊,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
"They shoot first and ask questions later, that's how cheap the lives of black people are. If you don't understand this, go back to #feesmustfall when white students formed a wall protecting fellow black students. They understood this very well.",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
"When illegal foreigners were stealing our rail cables and destroying our infrastructure, others were building their countries. 
#PutSouthAfricaFirst #PutSouthAfricansFirst #Level3 #level3lockdown <URL>",0,0,0,0,0,1,,,,0,0,1,0,0,0,0,1,0
"When GOD Sends HIS PROPHETS To announce Repentance to a people,that's LOVE
#TheShockingFulfilment <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user @user @user We have lots of multinational company , to encourage investment 60% SA / 40 Skilled foreigners it’s like you go n invest in Gambia 🇬🇲 u don’t sent ppl to look after investment remember if company is new then u must bring their workforce to built the regional presence",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user Eff changes so be very careful, just a year before elections they will start saying everything that will get them more seats in Parliament.That includes #PutSouthAfricansFirst They have mastered the art of playing with the minds, feelings n emotions of the poor black ppl in SA✌🏿",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
Our only hope! #EFFTurns7 <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
TWITTER THUGS OF #PutSouthAfricansFirst ARE GOING TO BE HURT 😂😂 <URL>,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
@user @user Becoz they hate blacks not foreigners in general. All this illegal immigrants is a farce. Just say it as it is black poor foreigners like us,0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
Israel yenza kwi Palestinian lanto yayisenziwa kuthi ngamabhulu eApartheid_x1f624__x1f614_,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"But y'all notice that the #PutSouthAfricaFirst accounts are very few people with multiple accounts? Paid peanuts to tweet.
Plan is underway to get few more people to open multiple accounts and tweet. Target is Zimbabweans and Nigerians.",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
@user @user I think that was the first unplanned  victory of #PutSouthAfricansFirst  against #Malema and @user when they were both told by SAns to fcukoff <URL>,0,0,0,0,0,0,,,,0,0,1,0,0,1,0,0,1
@user <URL> replace Kakies with EFF or ANC and insert Brackenfell,0,0,0,0,0,1,,,,0,0,1,0,0,1,0,0,0
@user @user Voting EFF will really make the poor desperately poor. That would extremely dom.,0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
@user @user @user The plan is to drive SAns into poverty. 50m isn't even all we've donated to cuba for absolutely no value adding service. We can always just borrow from IMF. That's another way you drive SAns into poverty then they say anc isn't a communist organization,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
@user @user @user @user And wena comparing the unrelated ukubiza ngokucabanga?🙄🙄🙄So we should just be fine with illegal immigrants in our country? You should keep collect all of them and accomodate them in your house. #PutSouthAfricansFirst,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,1
"@user More than 300 people got killed duri G the #UnrestSA

Over 30 Natives were Murdered in #PhoenixMassacre

And we have a Constitution 🚮 ran by so called Revolutionary Movement.

What is African about #SouthAfrica and its Leaders?!",0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
"Nigerians take to Twitter, demand from NCDC answers to COVID-19 puzzles <URL> via @user",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Google, Inc: GOOGLE: Put Palestine On Your Maps! - Sign the Petition! <URL> via @user",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"One crime committed by a foreigner is one too many. Foreigners and locals can never be equal. That's it.
#PutSouthAfricansFirst 
#VoetsekANC",0,0,0,0,0,1,,,,0,0,1,0,1,0,0,1,0
Why would anyone support an illegal apartheid regime like Israel? <URL>,0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
#SiyaKolisi dikgang tse di tokahetseng. Captain my Captain! <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user I've realized most of SA citizen 'ministers ,leaders we too soft and this foreigners have realized that 

That's why its hard to deal with them we not United like ghananias 'Nigerians ' etc @user and is @user are number one sellouts 🤞",0,0,0,0,1,1,,,,0,0,1,0,0,0,0,1,0
ANC is bribing South Africans and buying African immigrants support with grants. This is their last resolution to stay in power since they have failed their promise to create jobs. #PutSouthAfricansFirst #ANCmustfall,0,0,0,0,0,1,,,,0,0,1,0,1,0,0,0,0
#ForeignersMustGo our taxes are suffocating. #PutSouthAfricansFirst #HeritageDay <URL>,0,0,0,0,1,1,,,,0,0,1,0,0,0,0,0,0
"When we say Nigerians are terrorists, druglords, human-traffickers  &amp; killers , the @user @user is taking us for fools. #UAE Nigerians #Nigeria Fulani #VoetsekANC #VoetsekEFF #VoetsekDA Buhari  #COVID19 #DUDULA #Dudula2021 #DeportNigerians #DeportForeigners #ANCMUSTFALL <URL>",0,0,0,0,1,1,,,,0,1,1,0,1,0,0,1,1
"@user @user Those people where not fans. You need to hang with people who shed a tear at the end of Dark Phoenix...people who felt the loss when Jason Todd was beaten to death. Who sat in silence reading the mutant massacre/razing of Genosha then put it down crushed after. 
Talk to fans.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Again like for real how does this people even come near the border to cross it South Government is so depressing yeses we don't have leaders la mxm @user  we going to shout this movement until it sinks in #PutSouthAfricansFirst <URL>,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
"Despite ongoing violence, @user continues to deliver aid in the #Gaza Strip with pre-positioned supplies, such as saline, glucose, antibiotics, ORS, &amp; water distribution and purification materials. We are calling for humanitarian #access to bring in more much needed assistance",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Residents of Phoenix and surrounding townships have been working on improving their relations following the deaths of more than 29 people during the July unrest. #PhoenixMassacre #SAUnrest #KZNShutdown
<URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user If men were wise, the most arbitrary princes could not hurt them. If they are not wise, the freest government is compelled to be a tyranny. #PutSouthAfricaFirst #ReclaimingSA #EnoughIsEnough #StopCorruption #VoteForaChange #PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
"Proletarian revolution
Our Soul our own
Our lives first 
Our Land 
#PACGAUTENG
#PACOFAZANIA
#MYPACONLINE
#FeesMustFall
#FreeDecolonizedEducation
#AfricanLives Matter
#BlackLivesMatter
#EndFemicide
#UnitedStatesOfAfrica
# PAYCO
#PASO 
#PASMA",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user Many of these people that come to have big farms in Zimbabwe. Farms they took from white people are left idle; and they all come to South Africa to compete with South Africans for jobs.,0,0,0,0,1,1,,,,0,1,1,0,1,0,0,0,0
Fuck you and everything that’s associated with you <URL>,0,0,1,0,0,1,,,,0,0,1,0,0,1,0,0,1
"@user @user Disgusting pictures🤮, and Disgusting words. Israel is an apartheid and criminal regime, so if you make relations with it you become a complicit in its crimes. So you and Israel must be held accountable for that.",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
"@user @user Robyn, I see you gave tweet time to the Rittenhouse matter that occurred in the US. Just curious why you haven't given tweet time to the Brendin Horner matter that occurred here in South Africa? He was brutally murdered on his farm and the charges against the suspects dropped.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"A 12 year old was raped by 11 men, a girl was raped and killed because she went to church to read, the Nigerian police shot a 16 year old girl, all in the span of 3 days!!",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
"Please why is Dating common among church choir members🤔
#PutSouthAfricaFirst #friends #FridayFeeling <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"God saved the Queen but never saved the English team. _x1f601__x1f601__x1f601_

Nkosi Sikelel'iAfrika (God bless Africa) 
_x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6__x1f1ff__x1f1e6_
RWC2019
Awesome Job South Africa. 
#RWCFinal #SiyaKolisi #Springboks #SouthAfrica #englandrugby",0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
"This is going to be a long week in Port Elizabeth, Gqeberha... Somalians with PADAV fighting against Taxi drivers/owners... <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Tmr on him #PutSouthAfricansFirst,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
This is the EFF ' s response after the Senekal court hearings today <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user Hey wena don't try to petronise us we are not stupid like u, Nigerians, drugs and prostitution don't u know?",0,0,0,0,1,1,,,,0,1,1,0,0,1,0,1,1
"Exactly my point...now ho check out how much he is paying them....I get you....slave wages...
#EmploySouthAfricans 
#PutSouthAfricansFirst <URL>",0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0
"Good words but no action. Start in your cabinet. There are many criminals there. We ask:"" is the SAn purse in goods hands""? Is our treasury led by a clean man with no shady past? Not that police life doesn't matter, all lives matters including lives lost in Phoenix massacre. <URL>",0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
"You're food doesn't come from Shoprite or Spar, it comes from the farmers whose land you are burning down. What will you tell your kids when there's no food for them. That day you can ask EFF for a handout, I'm done. I help my own.",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
"@user @user They are making our problems difficult to solve, instead they are adding to them. All illegal foreigners must go back to their countries.  Also those who are in positions that are not classified as scarce skills like in media's contracts must be terminated.",0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0
"Afriforum and the DA lost their court cases against government regarding beach closures and we correctly did not attack their advocates.

Keep the same energy...",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user @user @user @user The same JG who waited for us to start with #feesmustfall for free education at tertiary level for us blacks and kids who were excluded by NFSAS?

The same JG who watched us with #DataMustFall as data is getting expensive and it opens doors for us the youth of the country?",0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
"@user @user @user Engineering leadership and management is crucial in infrastructure-related SOEs
""We've been conditioned to think that only politicians can solve our problems. But at some point, maybe we will wake up and recognize that it was politicians who created problems."" Dr. Ben Carson",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Some clever blacks think this #PhoenixMassacre was only for Zulu people forgetting that there were Xhosa and Black foreigners killed too.,0,0,0,0,1,0,,,,0,1,1,0,1,0,0,0,0
"You will train for years and not see results until you invest in a healthy lifestyle. Luckily herbalife has made things easier with our meal replacements for weight-loss programs and meal supplements for weight gain body goals. DM me for more information.
#PutSouthAfricaFirst <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Wonderful initiative from the @user leadership. We hope that you will come to us in Mayfair &amp; clean all the illegal connection of electricity, water &amp; the hijacking of the public places &amp; buildings. We need #Smartcity with zero crime. #PutSouthAfricaFirst #JoburgUpdates <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"This is actually a disgrace and a sign of no remorse from the European settlers. More than 24 years later, these people want to use an #ApartheidFlag. 

I guess that’s what happens when you forgive people who never asked for forgiveness. #ApartheidFlag",0,0,0,0,1,0,,,,0,0,1,0,0,0,0,1,1
"First black SA Rugby captain_x1f64c__x1f3fe_❤ 1st TEST, DAY 1. Do your thing CHAMP!_x1f64f__x1f3fe__x1f3c9_ #SiyaKolisi <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Five armed men have stormed an Eastern Cape police station, making off in a police van with several firearms. | @user 

<URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Indeed!  
#WeWantOurCountryBack
#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Good news of great project 🚀🚀🚀🌙🌒🌔     @user                @user                           @user,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Why aren’t the police using the same energy they had ka #FeesMustFall ?
#ShutdownSA",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user East Jerusalem needs to be returned to the Palestinians, Palestinians refugees should be returned from Jordan, Lebanon and, indeed, Syria. The Golan Height needs to be handed back Syria, Israel should stop settlement activities in West Bank, then we can talk.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user Listen to the people who put you where you are.
President Ramaphosa you are president because of SOUTH AFRICAN'S VOTES

#PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Elections stunts that's all it was 
#PutSouthAfricansFirst <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user Wheres the land ?In the #DA #HermanMashaba never told whites to #BringBackTheLand .I'm just wondering who said #SouthAfricansAreLast ? #PutSouthAfricansFirst is but a nonsensical idea. #SouthAfricansAreFirst,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0
"@user @user Nah thers no hole, fuck off",0,0,0,0,0,1,,,,0,1,1,0,0,1,0,0,1
"3 who is corrupt in @user and @user ?
4 why do we have foreign security forces in sa?
4 the impact this fires churches have in the aiding of identity fraud?
#PutSouthAfricansFirstNow 
#PutSouthAfricansFirst",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"How is University of Nairobi associated with Babu  Owino  really  KOT 😈😈😈😉
#FeesMustFall",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"They bribed #FeesMustFall leaders with positions and status, that is why the movement failed.

With #DataMustFall, Tbo Touch was at the forefront and he was easily bribed.

#PutSouthAficansFirst is so far successful because there is no specific leader. So there's no one to bribe. <URL>",0,0,0,0,0,0,,,,0,0,1,0,1,0,0,0,0
"We are thousands of kilometers away from our brothers, we can not fight against Israel for them, but at least we can boycott Israeli products 
#IndiaStandsWithPalestine #AlAqsaUnderAtrack 

 #BoycottIsraeliProducts <URL>",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
@user @user Lord of war <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"This New Dawn administration has taught us that we have been in denial 4 far 2 long as Black people, we have never been in charge after Apartheid 
#PutSouthAfricaFirst #PhoenixMassacre #FreeJacobZuma #WomensDay",0,0,0,0,0,0,,,,0,1,1,0,0,0,0,0,0
"Can anyone confirm that Malema stated that the EFF had organised the murders of Brendin Horner 'the best legal team' and that they would be paying their bail.  If true, that  is nauseating and dispicable and provides proof of EFF's support of the killing of white farmers.",0,0,0,0,0,1,,,,0,1,1,0,0,0,0,0,0
"A country of Sheep.
The #Plandemic is the conditioning step.
Each step forward now will be more rights taken away and more isolation.

The country is at a cross roads. 
We either stand or we lose it all.

The only ones that can stop is we #PutSouthAfricansFirst

Choose wisely.",0,0,0,0,0,1,,,,0,0,1,0,1,0,0,0,0
"This #WorldMentalHealthDay, I want encourage you to check in with your friends, family &amp; the people around you, to remind them that they are not alone. Life can be tough, particularly in the world we are living in today. Let’s spread positivity and be kinder to one another _x1f64f__x1f3fe_❤️",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"[ON AIR] @user CEO Sello Hatang speaks on their Equality Court bid to get the #ApartheidFlag banned
#POWERUpdate w/ @user",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Scores of MK veterans and their affiliates marched through the streets of Durban on Monday morning, demanding that foreign nationals be removed from the city.
<URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user Yes, it had to be said, if wena you're happy with them selling drugs, prostitution and human trafficking hamba nabo nawe, it time we #PutSouthAfricaFirst",0,0,0,0,0,0,,,,0,0,1,0,0,1,0,0,1
"Nigeria side Rivers United are refusing to face Bloemfontein Celtic today due to the COVID-19 new variant. They want to host Phunya Sele Sele OUT OF NIGERIA. 🤔🤔🤔

<URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
First you blame foreigners. Then blame IMF and colonizers. Then do some half-hearted attempts at structural reforms and liberalization. Then massive devaluation. Then underinvest in infrastructure for 20 years. Then Massive middle class exodus.,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
@user #ILeftEFF and join #PutSouthAfricansFirst for the love I have for my country.,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user You'd find that they even part of #PutSouthAfricaFirst,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Zimbabwean Law graduates approached the Court to overturn a rule preventing them from practicing law in SA. Now Lesotho graduates also went to Court 

Our Universities must deliberately reject foreigners because it's very clear they come here with agendas.",0,0,0,0,1,1,,,,0,0,1,0,1,0,0,1,0
@user raymond in senekal =terrorism /in student protest=constructive engagement/,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"Police Minister Bheki Cele says he is disgusted at EFF leader, Julius Malema. The firebrand leader called on his supporters to attack police during an address this weekend. Cele labels the utterances as reckless. #DStv403 <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
We hear there are violent protests around the country...People are fighting foreign nationals and burning their assets according to reports..South Africans please let us not resort to VIOLENCE no matter how frustrated we are..We've been wronged by @user but PEOPLE'S LIVES MATTER,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
the actions of @user is not of service but a force sent to do harm to the students. It’s my view that the murder of #MthokozisiNtumba yesterday was premeditated because of the force @user use again the students. Mr President @user minister,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0
Private Deportation Services. All these undocumented foreigners roaming around will be out very quick.,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,0
"Guys let's do this.  Whenever any if us are served in ANY sector by a non-South African, let's tweet, report and walk-away from that business. If we all do this, we will hit them HARD in the pocket. #PutSouthAficansFirst #PutSouthAfricaFirst #Ramaphosa #VoetsekANC
#GoodFridayZA",0,0,0,0,0,1,,,,1,1,1,0,1,0,0,1,0
"#EFFinPhoenix What about the other over 250 black people that were killed by other black people either for their loot, or by the looting stampedes, or by those who burnt warehouses during the unrest? Do those black lives not matter?",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user 😂😂😂😂they must keep on dreaming 😂😂#PutSouthAfricansfirst,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
@user @user @user @user In other news: #DUDULA is under way <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Excellent it's good to know there's people in South Africa who actually do their job with pride #PutSouthAfricansFirst <URL>,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
Anything to blame everyone but Israel _x1f644__x1f644__x1f644_ <URL>,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0
"I Honestly Think #FeesMustFall movement is a modern day version of #sowetouprising and sadly the same youth of 1976 are not willing to glorify what the youth of day is fighting for, Which is financial liberation period. <URL>",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
"@user @user I'm still short of words,I never believed I can find a legit investment platform with nice Return of investments @user after falling for dubious scammers trying to buckle up my financial life. Don't keep doubting I bet a trial will surely convince you R4500 earns me R90,000.",0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0
